StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/20/17 15:56,7/20/17 16:21,100,1545,TRUE,7/20/17 16:22,R_UfKKzqS5stonc1X,37.97529602,-121.3244019,anonymous,EN,Yes,Yes,No,No,No,No,No,A3J9EHZQ9PERAX,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 10,000 that he is guilty",Not Guilty,"About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,4,1 chance in 100,1 chance in 100,1 chance in 100,59,Female,Some college courses,"$60-$80,000",High school courses,Moderately Confident,Moderately Confident,Yes,Yes,No,No,&nbsp;,&nbsp;,Moderate,Democrat,NA,NA,71181,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the possibility of a laboratory error,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(54,64]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 16:11,7/20/17 16:22,100,633,TRUE,7/20/17 16:22,R_1cTD4EnHgtlBZcN,41.6822052,-72.40080261,anonymous,EN,Yes,Yes,No,No,No,No,No,A26XN1TM6CV01T,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,Certain to be guilty,Not Guilty,About 1 chance in 100 that he is guilty,Impossible that he is guilty,Certain to be guilty,6,"1 chance in 100,000","1 chance in 1,000","1 chance in 10,000",40,Female,Received a masters degree,"More than $120,000","A college course in statistics,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,None,NA,NA,84898,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Advanced degree,"Over $100,000"
7/20/17 16:39,7/20/17 16:46,100,428,TRUE,7/20/17 16:46,R_1qeoevGAHufUMBv,33.95710754,-118.4040985,anonymous,EN,Yes,Yes,No,No,No,No,No,A39FH0T1NKKMVO,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",Impossible that he is guilty,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 million that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,"1 chance in 10,000","1 chance in 100,000",25,Male,Graduated from a four year college or university,"$40-$60,000","High school courses,A college course in statistics,A college course in logic or inference",Moderately Confident,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,41839,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 16:25,7/20/17 16:52,100,1577,TRUE,7/20/17 16:52,R_74imeFRvrwPfgtj,43.32969666,-87.92939758,anonymous,EN,Yes,Yes,No,No,No,No,No,A20ALQT1HIVSAH,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,Not Guilty,Impossible that he is guilty,Impossible that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 10 million,1 chance in 10 million,"1 chance in 100,000",40,Female,Graduated from community college,"$20-$40,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,American Independent,NA,NA,79221,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 16:59,7/20/17 17:08,100,536,TRUE,7/20/17 17:08,R_3lSsw9u0XojjOMj,32.03030396,-81.16439819,anonymous,EN,Yes,Yes,No,No,No,No,No,A32QJF67JMJFKX,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty",Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 100,"1 chance in 10,000","1 chance in 1,000",30,Male,Technical or vocational training,"$60-$80,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,American Independent,NA,NA,75485,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 17:09,7/20/17 17:20,100,659,TRUE,7/20/17 17:20,R_9MmCgsK85IGqqCB,42.93559265,-78.80660248,anonymous,EN,Yes,Yes,No,No,No,No,No,A22051NK9RQ4FV,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,About 99 chances in 100 that he is guilty,One chance in 2 that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,About 99 chances in 100 that he is guilty,One chance in 2 that he is guilty,"
	I understood completely
	7
","1 chance in 1,000",1 chance in 100,1 chance in 100,37,Female,Graduated from a four year college or university,"Less than $20,000",A college course in statistics,Moderately Confident,&nbsp;,Yes,No,Yes,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,None,NA,NA,84219,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"Under $20,000"
7/20/17 17:13,7/20/17 17:33,100,1213,TRUE,7/20/17 17:33,R_2f8xlhwxs6VJaRL,37.32800293,-119.6492996,anonymous,EN,Yes,Yes,No,No,No,No,No,A2A52EATFDQJ1P,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,One chance in 2 that he is guilty,About 1 chance in 1 million that he is guilty,Not Guilty,"About 1 chance in 100,000 that he is guilty","About 1 chance in 10,000 that he is guilty",About 1 chance in 1 million that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 100,1 chance in 10,39,Female,Some college courses,"$20-$40,000",High school courses,&nbsp;,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,31612,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 17:01,7/20/17 17:34,100,1988,TRUE,7/20/17 17:34,R_3jVX62vorDsnP4n,32.78210449,-97.29799652,anonymous,EN,Yes,Yes,No,No,No,No,No,A32QYANWMXW8EL,No,00:30:00,00:15:00,30 minutes,Guilty,About 9 chances in 10 that he is guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,One chance in 2 that he is guilty,3,"1 chance in 1,000","1 chance in 10,000","1 chance in 100,000",35,Female,Some college courses,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,Moderate,Democrat,NA,NA,49595,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 17:17,7/20/17 17:38,100,1247,TRUE,7/20/17 17:38,R_30ioZYyn1eSa7jK,40.61520386,-75.54370117,anonymous,EN,Yes,Yes,No,No,No,No,No,A183WYXN12P2TJ,No,00:30:00,00:15:00,30 minutes,Guilty,About 99 chances in 100 that he is guilty,"About 99,999 chances in 100,000 that he is guilty",One chance in 2 that he is guilty,Guilty,"About 999 chances in 1,000 that he is guilty","About 99,999 chances in 100,000 that he is guilty",One chance in 2 that he is guilty,6,1 chance in 1 million,"1 chance in 100,000","1 chance in 100,000",36,Male,Graduated from a four year college or university,"$40-$60,000","A college course in statistics,A college course in calculus",Moderately Confident,Moderately Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,94060,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 17:53,7/20/17 18:05,100,704,TRUE,7/20/17 18:05,R_DOy26ZqOioJrUB3,40.78489685,-77.84700012,anonymous,EN,Yes,Yes,No,No,No,No,No,ATMQRDBW7WM1Z,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,"About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 100 that he is guilty,About 1 chance in 10 million that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,"1 chance in 10,000","1 chance in 10,000",23,Male,Some college courses,"$40-$60,000","A college course in statistics,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,None,NA,NA,45611,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(18,24]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 17:59,7/20/17 18:16,100,977,TRUE,7/20/17 18:16,R_6RvuOzc9hRA4OlP,42.4250946,-71.06620026,anonymous,EN,Yes,Yes,No,No,No,No,No,ASDKBXZBSJNZD,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,Certain to be guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 1 million that he is guilty,Certain to be guilty,Impossible that he is guilty,"
	I understood completely
	7
","1 chance in 100,000","1 chance in 1,000","1 chance in 1,000",37,Female,Graduated from community college,"$60-$80,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,83696,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 17:38,7/20/17 18:28,100,2985,TRUE,7/20/17 18:28,R_1Egvj4d3kLxlezG,38.40879822,-121.3715973,anonymous,EN,Yes,Yes,No,No,No,No,No,AEDV0CBBPU0RE,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 10,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 1 chance in 100,000 that he is guilty",6,"1 chance in 1,000","1 chance in 1,000","1 chance in 1,000",31,Male,Graduated from a four year college or university,"$60-$80,000","A college course in statistics,A college course in calculus",Moderately Confident,Moderately Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,Moderate,Democrat,NA,NA,23469,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence supports this statement.,all of the above,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 18:25,7/20/17 18:36,100,621,TRUE,7/20/17 18:36,R_1odPtKuDnWjkPrv,45.24259949,-68.54679871,anonymous,EN,Yes,Yes,No,No,No,Yes,No,A1RQQFUQ2GU9IZ,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 9 chances in 10 that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,Certain to be guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,"1 chance in 100,000",1 chance in 10,31,Male,Some graduate courses,"$20-$40,000","A college course in calculus,A college course in higher mathematics (above calculus)",Extremely Confident,Extremely Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Libertarian,NA,NA,23767,"B: very strong, shoe",Shoe,Strong,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,"1 in 1,000,000",The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
